"idhod","hodnota","duvernost","stapro_kod","dnn_cis","dnn_kod","sektor_cis","sektor_kod","ozp_cis","ozp_kod","rok","uzemi_cis","uzemi_kod","ukazatel_txt","ozp_txt","uzemi_txt","typ_uzemi"
"749192342","672827","verejny","3780","5710","10",,,"2307","140","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpady","Liberecký kraj",
"749192412","399","verejny","3780","5710","10",,,"2307","113","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"749192419","124161","verejny","3780",,,,,"2307","114","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"749192279","118196","verejny","3780","5710","20",,,"2307","111","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"749192420","41107","verejny","3780","5710","20",,,"2307","114","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"749192421","83054","verejny","3780","5710","10",,,"2307","114","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"749192340","1019180","verejny","3780",,,,,"2307","140","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpady","Liberecký kraj",
"749192349","1298377","verejny","3780",,,,,"2307","112","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"749192270","22027","verejny","3780","5710","20",,,"2307","130","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana ovzduší a klimatu","Liberecký kraj",
"749192213","1653396","verejny","3780","5710","10",,,,,"2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady",,"Liberecký kraj",
"749192350","1270710","verejny","3780","5710","20",,,"2307","112","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"749192271","6129","verejny","3780","5710","10",,,"2307","130","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana ovzduší a klimatu","Liberecký kraj",
"749192280","85250","verejny","3780","5710","10",,,"2307","111","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"749192211","3664951","verejny","3780",,,,,,,"2015","100","3077","Neinvestiční náklady na ochranu životního prostředí",,"Liberecký kraj",
"749192269","28156","verejny","3780",,,,,"2307","130","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana ovzduší a klimatu","Liberecký kraj",
"749192411","1087","verejny","3780","5710","20",,,"2307","113","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"749192278","203446","verejny","3780",,,,,"2307","111","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"749192410","1486","verejny","3780",,,,,"2307","113","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"749192351","27667","verejny","3780","5710","10",,,"2307","112","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"749192480","317","verejny","3780",,,,,"2307","115","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana proti záření","Liberecký kraj",
"749192542",,"duverny","3780",,,,,"2307","116","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"749192551","987609","verejny","3780",,,,,"2307","180","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"749192482",,"duverny","3780","5710","10",,,"2307","115","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana proti záření","Liberecký kraj",
"749192481",,"duverny","3780","5710","20",,,"2307","115","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana proti záření","Liberecký kraj",
"749192543",,"duverny","3780","5710","20",,,"2307","116","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"749192544","0","verejny","3780","5710","10",,,"2307","116","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"749192553","777988","verejny","3780","5710","10",,,"2307","180","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"749192552","209621","verejny","3780","5710","20",,,"2307","180","2015","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"749192478",,"duverny","3932",,,,,"2307","114","2015","100","3077","Tržby z prodeje vedlejších produktů","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"749192347","209329","verejny","3932",,,,,"2307","140","2015","100","3077","Tržby z prodeje vedlejších produktů","Ekologické nakládání s odpady","Liberecký kraj",
"749192408",,"duverny","3932",,,,,"2307","112","2015","100","3077","Tržby z prodeje vedlejších produktů","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"749192267","232969","verejny","3932",,,,,,,"2015","100","3077","Tržby z prodeje vedlejších produktů",,"Liberecký kraj",
"749192276","0","verejny","3932",,,,,"2307","130","2015","100","3077","Tržby z prodeje vedlejších produktů","Ochrana ovzduší a klimatu","Liberecký kraj",
"749192338",,"duverny","3932",,,,,"2307","111","2015","100","3077","Tržby z prodeje vedlejších produktů","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"749192417","0","verejny","3932",,,,,"2307","113","2015","100","3077","Tržby z prodeje vedlejších produktů","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"749192487","0","verejny","3932",,,,,"2307","115","2015","100","3077","Tržby z prodeje vedlejších produktů","Ochrana proti záření","Liberecký kraj",
"749192549","0","verejny","3932",,,,,"2307","116","2015","100","3077","Tržby z prodeje vedlejších produktů","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"749192558",,"duverny","3932",,,,,"2307","180","2015","100","3077","Tržby z prodeje vedlejších produktů","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392934","56152","verejny","726",,,,,"2307","140","2016","100","3077","Investice na ochranu životního prostředí","Ekologické nakládání s odpady","Liberecký kraj",
"766392540",,"duverny","726",,,,,"2307","113","2016","100","3077","Investice na ochranu životního prostředí","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392881","96562","verejny","726",,,,,"2307","130","2016","100","3077","Investice na ochranu životního prostředí","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392726","0","verejny","726",,,,,"2307","115","2016","100","3077","Investice na ochranu životního prostředí","Ochrana proti záření","Liberecký kraj",
"766392584",,"duverny","726",,,,,"2307","114","2016","100","3077","Investice na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392872","407649","verejny","726",,,,,,,"2016","100","3077","Investice na ochranu životního prostředí",,"Liberecký kraj",
"766392925","106265","verejny","726",,,,,"2307","111","2016","100","3077","Investice na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392778","25610","verejny","726",,,,,"2307","180","2016","100","3077","Investice na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392735","0","verejny","726",,,,,"2307","116","2016","100","3077","Investice na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392531","115733","verejny","726",,,,,"2307","112","2016","100","3077","Investice na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392935","48999","verejny","726",,,"5567","11000","2307","140","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpady","Liberecký kraj",
"766392874","62835","verejny","726",,,"5567","13000",,,"2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor",,"Liberecký kraj",
"766392586",,"duverny","726",,,"5567","13000","2307","114","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392883","595","verejny","726",,,"5567","13000","2307","130","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392533","1644","verejny","726",,,"5567","13000","2307","112","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392873","344814","verejny","726",,,"5567","11000",,,"2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor",,"Liberecký kraj",
"766392532","114089","verejny","726",,,"5567","11000","2307","112","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392936","7153","verejny","726",,,"5567","13000","2307","140","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpady","Liberecký kraj",
"766392577","0","verejny","726",,,"5567","13000","2307","113","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392926","52924","verejny","726",,,"5567","11000","2307","111","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392585",,"duverny","726",,,"5567","11000","2307","114","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392882","95967","verejny","726",,,"5567","11000","2307","130","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392541",,"duverny","726",,,"5567","11000","2307","113","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392927","53341","verejny","726",,,"5567","13000","2307","111","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392736","0","verejny","726",,,"5567","11000","2307","116","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392727","0","verejny","726",,,"5567","11000","2307","115","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana proti záření","Liberecký kraj",
"766392737","0","verejny","726",,,"5567","13000","2307","116","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392780",,"duverny","726",,,"5567","13000","2307","180","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392779",,"duverny","726",,,"5567","11000","2307","180","2016","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392728","0","verejny","726",,,"5567","13000","2307","115","2016","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana proti záření","Liberecký kraj",
"766392587",,"duverny","1015",,,,,"2307","114","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392525","801466","verejny","1015",,,,,"2307","140","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpady","Liberecký kraj",
"766392534","8545","verejny","1015",,,,,"2307","112","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392875","837426","verejny","1015",,,,,,,"2016","100","3077","Tržby z prodeje služeb na ochranu ŽP",,"Liberecký kraj",
"766392884",,"duverny","1015",,,,,"2307","130","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392928","24796","verejny","1015",,,,,"2307","111","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392578","0","verejny","1015",,,,,"2307","113","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392729","0","verejny","1015",,,,,"2307","115","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ochrana proti záření","Liberecký kraj",
"766392738","0","verejny","1015",,,,,"2307","116","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392781",,"duverny","1015",,,,,"2307","180","2016","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392589","0","verejny","1039",,,,,"2307","114","2016","100","3077","Úspory z využití vedlejších produktů","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392527","20016","verejny","1039",,,,,"2307","140","2016","100","3077","Úspory z využití vedlejších produktů","Ekologické nakládání s odpady","Liberecký kraj",
"766392536",,"duverny","1039",,,,,"2307","112","2016","100","3077","Úspory z využití vedlejších produktů","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392877","26013","verejny","1039",,,,,,,"2016","100","3077","Úspory z využití vedlejších produktů",,"Liberecký kraj",
"766392921","0","verejny","1039",,,,,"2307","130","2016","100","3077","Úspory z využití vedlejších produktů","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392930","0","verejny","1039",,,,,"2307","111","2016","100","3077","Úspory z využití vedlejších produktů","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392580","0","verejny","1039",,,,,"2307","113","2016","100","3077","Úspory z využití vedlejších produktů","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392731","0","verejny","1039",,,,,"2307","115","2016","100","3077","Úspory z využití vedlejších produktů","Ochrana proti záření","Liberecký kraj",
"766392740","0","verejny","1039",,,,,"2307","116","2016","100","3077","Úspory z využití vedlejších produktů","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392783",,"duverny","1039",,,,,"2307","180","2016","100","3077","Úspory z využití vedlejších produktů","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392870","1988720","verejny","3780","5710","20",,,,,"2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady",,"Liberecký kraj",
"766392932","383857","verejny","3780","5710","20",,,"2307","140","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ekologické nakládání s odpady","Liberecký kraj",
"766392933","670662","verejny","3780","5710","10",,,"2307","140","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpady","Liberecký kraj",
"766392539","355","verejny","3780","5710","10",,,"2307","113","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392581","113658","verejny","3780",,,,,"2307","114","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392923","123690","verejny","3780","5710","20",,,"2307","111","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392582","55753","verejny","3780","5710","20",,,"2307","114","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392583","57905","verejny","3780","5710","10",,,"2307","114","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392931","1054519","verejny","3780",,,,,"2307","140","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpady","Liberecký kraj",
"766392528","1224591","verejny","3780",,,,,"2307","112","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392879","23602","verejny","3780","5710","20",,,"2307","130","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392871","899547","verejny","3780","5710","10",,,,,"2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady",,"Liberecký kraj",
"766392529","1194896","verejny","3780","5710","20",,,"2307","112","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392880","5360","verejny","3780","5710","10",,,"2307","130","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392924","109565","verejny","3780","5710","10",,,"2307","111","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392869","2888267","verejny","3780",,,,,,,"2016","100","3077","Neinvestiční náklady na ochranu životního prostředí",,"Liberecký kraj",
"766392878","28962","verejny","3780",,,,,"2307","130","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392538","1327","verejny","3780","5710","20",,,"2307","113","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392922","233255","verejny","3780",,,,,"2307","111","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392537","1682","verejny","3780",,,,,"2307","113","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392530","29695","verejny","3780","5710","10",,,"2307","112","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392590",,"duverny","3780",,,,,"2307","115","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ochrana proti záření","Liberecký kraj",
"766392732",,"duverny","3780",,,,,"2307","116","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392741","231050","verejny","3780",,,,,"2307","180","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392592",,"duverny","3780","5710","10",,,"2307","115","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana proti záření","Liberecký kraj",
"766392591","0","verejny","3780","5710","20",,,"2307","115","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana proti záření","Liberecký kraj",
"766392733","0","verejny","3780","5710","20",,,"2307","116","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392734",,"duverny","3780","5710","10",,,"2307","116","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392777","25455","verejny","3780","5710","10",,,"2307","180","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392742","205595","verejny","3780","5710","20",,,"2307","180","2016","100","3077","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"766392588",,"duverny","3932",,,,,"2307","114","2016","100","3077","Tržby z prodeje vedlejších produktů","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"766392526","215585","verejny","3932",,,,,"2307","140","2016","100","3077","Tržby z prodeje vedlejších produktů","Ekologické nakládání s odpady","Liberecký kraj",
"766392535",,"duverny","3932",,,,,"2307","112","2016","100","3077","Tržby z prodeje vedlejších produktů","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"766392876","231340","verejny","3932",,,,,,,"2016","100","3077","Tržby z prodeje vedlejších produktů",,"Liberecký kraj",
"766392920","0","verejny","3932",,,,,"2307","130","2016","100","3077","Tržby z prodeje vedlejších produktů","Ochrana ovzduší a klimatu","Liberecký kraj",
"766392929",,"duverny","3932",,,,,"2307","111","2016","100","3077","Tržby z prodeje vedlejších produktů","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"766392579","0","verejny","3932",,,,,"2307","113","2016","100","3077","Tržby z prodeje vedlejších produktů","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"766392730","0","verejny","3932",,,,,"2307","115","2016","100","3077","Tržby z prodeje vedlejších produktů","Ochrana proti záření","Liberecký kraj",
"766392739","0","verejny","3932",,,,,"2307","116","2016","100","3077","Tržby z prodeje vedlejších produktů","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"766392782","0","verejny","3932",,,,,"2307","180","2016","100","3077","Tržby z prodeje vedlejších produktů","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"817241357","129990","verejny","726",,,,,"2307","140","2018","100","3077","Investice na ochranu životního prostředí","Ekologické nakládání s odpady","Liberecký kraj",
"817241425",,"duverny","726",,,,,"2307","113","2018","100","3077","Investice na ochranu životního prostředí","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"817241287","59491","verejny","726",,,,,"2307","130","2018","100","3077","Investice na ochranu životního prostředí","Ochrana ovzduší a klimatu","Liberecký kraj",
"817241495","0","verejny","726",,,,,"2307","115","2018","100","3077","Investice na ochranu životního prostředí","Ochrana proti záření","Liberecký kraj",
"817241434","18283","verejny","726",,,,,"2307","114","2018","100","3077","Investice na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"817241227","977079","verejny","726",,,,,,,"2018","100","3077","Investice na ochranu životního prostředí",,"Liberecký kraj",
"817241296","61629","verejny","726",,,,,"2307","111","2018","100","3077","Investice na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"817241566","147010","verejny","726",,,,,"2307","180","2018","100","3077","Investice na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"817241504",,"duverny","726",,,,,"2307","116","2018","100","3077","Investice na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"817241366","559298","verejny","726",,,,,"2307","112","2018","100","3077","Investice na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"817241358","55096","verejny","726",,,"5567","11000","2307","140","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpady","Liberecký kraj",
"817241229","144117","verejny","726",,,"5567","13000",,,"2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor",,"Liberecký kraj",
"817241436",,"duverny","726",,,"5567","13000","2307","114","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"817241289","10532","verejny","726",,,"5567","13000","2307","130","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana ovzduší a klimatu","Liberecký kraj",
"817241368","0","verejny","726",,,"5567","13000","2307","112","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"817241228","832962","verejny","726",,,"5567","11000",,,"2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor",,"Liberecký kraj",
"817241367","559298","verejny","726",,,"5567","11000","2307","112","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"817241359","74894","verejny","726",,,"5567","13000","2307","140","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpady","Liberecký kraj",
"817241427",,"duverny","726",,,"5567","13000","2307","113","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"817241297","12108","verejny","726",,,"5567","11000","2307","111","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"817241435",,"duverny","726",,,"5567","11000","2307","114","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"817241288","48959","verejny","726",,,"5567","11000","2307","130","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana ovzduší a klimatu","Liberecký kraj",
"817241426","0","verejny","726",,,"5567","11000","2307","113","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Liberecký kraj",
"817241298","49521","verejny","726",,,"5567","13000","2307","111","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpadními vodami","Liberecký kraj",
"817241505",,"duverny","726",,,"5567","11000","2307","116","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"817241496","0","verejny","726",,,"5567","11000","2307","115","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ochrana proti záření","Liberecký kraj",
"817241506","0","verejny","726",,,"5567","13000","2307","116","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Liberecký kraj",
"817241568","4211","verejny","726",,,"5567","13000","2307","180","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"817241567","142799","verejny","726",,,"5567","11000","2307","180","2018","100","3077","Investice na ochranu životního prostředí - podnikový sektor","Ost.akt.na ochr.živ.pr.","Liberecký kraj",
"817241497","0","verejny","726",,,"5567","13000","2307","115","2018","100","3077","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana proti záření","Liberecký kraj",
"817241437","148","verejny","1015",,,,,"2307","114","2018","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Liberecký kraj",
"817241360","996734","verejny","1015",,,,,"2307","140","2018","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpady","Liberecký kraj",
"817241369","8076","verejny","1015",,,,,"2307","112","2018","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ochrana a sanace půdy, podzemních a povrchových vod","Liberecký kraj",
"817241230","1043276","verejny","1015",,,,,,,"2018","100","3077","Tržby z prodeje služeb na ochranu ŽP",,"Liberecký kraj",
"817241290","0","verejny","1015",,,,,"2307","130","2018","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ochrana ovzduší a klimatu","Liberecký kraj",
"817241299","31892","verejny","1015",,,,,"2307","111","2018","100","3077","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpadními vodami","Liberecký kraj",
