"idhod","hodnota","duvernost","stapro_kod","dnn_cis","dnn_kod","sektor_cis","sektor_kod","ozp_cis","ozp_kod","rok","uzemi_cis","uzemi_kod","ukazatel_txt","ozp_txt","uzemi_txt","typ_uzemi"
"704877911","5610","verejny","726",,,,,"2307","114","2013","100","3034","Investice na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877859","1151757","verejny","726",,,,,,,"2013","100","3034","Investice na ochranu životního prostředí",,"Jihočeský kraj",
"704877877","238482","verejny","726",,,,,"2307","111","2013","100","3034","Investice na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877934","6593","verejny","726",,,,,"2307","180","2013","100","3034","Investice na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877927",,"duverny","726",,,,,"2307","116","2013","100","3034","Investice na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"704877895","16674","verejny","726",,,,,"2307","112","2013","100","3034","Investice na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877887","37884","verejny","726",,,"5567","11000","2307","140","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpady","Jihočeský kraj",
"704877861","311599","verejny","726",,,"5567","13000",,,"2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor",,"Jihočeský kraj",
"704877913",,"duverny","726",,,"5567","13000","2307","114","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877870","34779","verejny","726",,,"5567","13000","2307","130","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877897","5554","verejny","726",,,"5567","13000","2307","112","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877860","840158","verejny","726",,,"5567","11000",,,"2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor",,"Jihočeský kraj",
"704877896","11120","verejny","726",,,"5567","11000","2307","112","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877888","50365","verejny","726",,,"5567","13000","2307","140","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpady","Jihočeský kraj",
"704877906","0","verejny","726",,,"5567","13000","2307","113","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"704877878",,"duverny","726",,,"5567","11000","2307","111","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877912",,"duverny","726",,,"5567","11000","2307","114","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877869","760727","verejny","726",,,"5567","11000","2307","130","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877905",,"duverny","726",,,"5567","11000","2307","113","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"704877879",,"duverny","726",,,"5567","13000","2307","111","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877928",,"duverny","726",,,"5567","11000","2307","116","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"704877921","0","verejny","726",,,"5567","11000","2307","115","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana proti záření","Jihočeský kraj",
"704877929","0","verejny","726",,,"5567","13000","2307","116","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"704877936",,"duverny","726",,,"5567","13000","2307","180","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877935",,"duverny","726",,,"5567","11000","2307","180","2013","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877922","0","verejny","726",,,"5567","13000","2307","115","2013","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana proti záření","Jihočeský kraj",
"704877914",,"duverny","1015",,,,,"2307","114","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877889","1054474","verejny","1015",,,,,"2307","140","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpady","Jihočeský kraj",
"704877898","19436","verejny","1015",,,,,"2307","112","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877862","2120616","verejny","1015",,,,,,,"2013","100","3034","Tržby z prodeje služeb na ochranu ŽP",,"Jihočeský kraj",
"704877871","863","verejny","1015",,,,,"2307","130","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877880","1033156","verejny","1015",,,,,"2307","111","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877907","0","verejny","1015",,,,,"2307","113","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"704877923","0","verejny","1015",,,,,"2307","115","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana proti záření","Jihočeský kraj",
"704877930",,"duverny","1015",,,,,"2307","116","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"704877937",,"duverny","1015",,,,,"2307","180","2013","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877916","0","verejny","1039",,,,,"2307","114","2013","100","3034","Úspory z využití vedlejších produktů","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877891","83871","verejny","1039",,,,,"2307","140","2013","100","3034","Úspory z využití vedlejších produktů","Ekologické nakládání s odpady","Jihočeský kraj",
"704877900","0","verejny","1039",,,,,"2307","112","2013","100","3034","Úspory z využití vedlejších produktů","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877864","84619","verejny","1039",,,,,,,"2013","100","3034","Úspory z využití vedlejších produktů",,"Jihočeský kraj",
"704877873","0","verejny","1039",,,,,"2307","130","2013","100","3034","Úspory z využití vedlejších produktů","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877882",,"duverny","1039",,,,,"2307","111","2013","100","3034","Úspory z využití vedlejších produktů","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877939","0","verejny","1039",,,,,"2307","180","2013","100","3034","Úspory z využití vedlejších produktů","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877857","1671868","verejny","3780","5710","20",,,,,"2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady",,"Jihočeský kraj",
"704877884","598108","verejny","3780","5710","20",,,"2307","140","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ekologické nakládání s odpady","Jihočeský kraj",
"704877885","791710","verejny","3780","5710","10",,,"2307","140","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpady","Jihočeský kraj",
"704877903",,"duverny","3780","5710","10",,,"2307","113","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"704877908","28421","verejny","3780",,,,,"2307","114","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877875","980591","verejny","3780","5710","20",,,"2307","111","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877909","5675","verejny","3780","5710","20",,,"2307","114","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877910","22746","verejny","3780","5710","10",,,"2307","114","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877883","1389818","verejny","3780",,,,,"2307","140","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpady","Jihočeský kraj",
"704877892","23548","verejny","3780",,,,,"2307","112","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877866","54941","verejny","3780","5710","20",,,"2307","130","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877858","1076173","verejny","3780","5710","10",,,,,"2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady",,"Jihočeský kraj",
"704877893","5051","verejny","3780","5710","20",,,"2307","112","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877867","9420","verejny","3780","5710","10",,,"2307","130","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877876","217564","verejny","3780","5710","10",,,"2307","111","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877856","2748041","verejny","3780",,,,,,,"2013","100","3034","Neinvestiční náklady na ochranu životního prostředí",,"Jihočeský kraj",
"704877865","64361","verejny","3780",,,,,"2307","130","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877902",,"duverny","3780","5710","20",,,"2307","113","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"704877874","1198155","verejny","3780",,,,,"2307","111","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877901","484","verejny","3780",,,,,"2307","113","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"704877894","18497","verejny","3780","5710","10",,,"2307","112","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877917","34","verejny","3780",,,,,"2307","115","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana proti záření","Jihočeský kraj",
"704877924","26677","verejny","3780",,,,,"2307","116","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"704877931","16543","verejny","3780",,,,,"2307","180","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877919",,"duverny","3780","5710","10",,,"2307","115","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana proti záření","Jihočeský kraj",
"704877918",,"duverny","3780","5710","20",,,"2307","115","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana proti záření","Jihočeský kraj",
"704877925","19473","verejny","3780","5710","20",,,"2307","116","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"704877926","7204","verejny","3780","5710","10",,,"2307","116","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"704877933","8584","verejny","3780","5710","10",,,"2307","180","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877932","7959","verejny","3780","5710","20",,,"2307","180","2013","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"704877915","0","verejny","3932",,,,,"2307","114","2013","100","3034","Tržby z prodeje vedlejších produktů","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"704877890","715594","verejny","3932",,,,,"2307","140","2013","100","3034","Tržby z prodeje vedlejších produktů","Ekologické nakládání s odpady","Jihočeský kraj",
"704877899","0","verejny","3932",,,,,"2307","112","2013","100","3034","Tržby z prodeje vedlejších produktů","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"704877863","722089","verejny","3932",,,,,,,"2013","100","3034","Tržby z prodeje vedlejších produktů",,"Jihočeský kraj",
"704877872",,"duverny","3932",,,,,"2307","130","2013","100","3034","Tržby z prodeje vedlejších produktů","Ochrana ovzduší a klimatu","Jihočeský kraj",
"704877881","6363","verejny","3932",,,,,"2307","111","2013","100","3034","Tržby z prodeje vedlejších produktů","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"704877938","0","verejny","3932",,,,,"2307","180","2013","100","3034","Tržby z prodeje vedlejších produktů","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305371","215677","verejny","726",,,,,"2307","140","2014","100","3034","Investice na ochranu životního prostředí","Ekologické nakládání s odpady","Jihočeský kraj",
"741305389","2753","verejny","726",,,,,"2307","113","2014","100","3034","Investice na ochranu životního prostředí","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305353","842606","verejny","726",,,,,"2307","130","2014","100","3034","Investice na ochranu životního prostředí","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305407",,"duverny","726",,,,,"2307","115","2014","100","3034","Investice na ochranu životního prostředí","Ochrana proti záření","Jihočeský kraj",
"741305398","9678","verejny","726",,,,,"2307","114","2014","100","3034","Investice na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305344","1386649","verejny","726",,,,,,,"2014","100","3034","Investice na ochranu životního prostředí",,"Jihočeský kraj",
"741305362","283564","verejny","726",,,,,"2307","111","2014","100","3034","Investice na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305425","12531","verejny","726",,,,,"2307","180","2014","100","3034","Investice na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305416",,"duverny","726",,,,,"2307","116","2014","100","3034","Investice na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305380","18862","verejny","726",,,,,"2307","112","2014","100","3034","Investice na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305372","82032","verejny","726",,,"5567","11000","2307","140","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpady","Jihočeský kraj",
"741305346","443470","verejny","726",,,"5567","13000",,,"2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor",,"Jihočeský kraj",
"741305400",,"duverny","726",,,"5567","13000","2307","114","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305355","22219","verejny","726",,,"5567","13000","2307","130","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305382","11742","verejny","726",,,"5567","13000","2307","112","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305345","943179","verejny","726",,,"5567","11000",,,"2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor",,"Jihočeský kraj",
"741305381","7120","verejny","726",,,"5567","11000","2307","112","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305373","133645","verejny","726",,,"5567","13000","2307","140","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpady","Jihočeský kraj",
"741305391",,"duverny","726",,,"5567","13000","2307","113","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305363","21841","verejny","726",,,"5567","11000","2307","111","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305399",,"duverny","726",,,"5567","11000","2307","114","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305354","820387","verejny","726",,,"5567","11000","2307","130","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305390",,"duverny","726",,,"5567","11000","2307","113","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305364","261723","verejny","726",,,"5567","13000","2307","111","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305417","0","verejny","726",,,"5567","11000","2307","116","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305408","0","verejny","726",,,"5567","11000","2307","115","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ochrana proti záření","Jihočeský kraj",
"741305418",,"duverny","726",,,"5567","13000","2307","116","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305427","1752","verejny","726",,,"5567","13000","2307","180","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305426","10779","verejny","726",,,"5567","11000","2307","180","2014","100","3034","Investice na ochranu životního prostředí - podnikový sektor","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305409",,"duverny","726",,,"5567","13000","2307","115","2014","100","3034","Investice na ochranu životního prostředí - nepodnikový sektor","Ochrana proti záření","Jihočeský kraj",
"741305401","0","verejny","1015",,,,,"2307","114","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305374","855623","verejny","1015",,,,,"2307","140","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpady","Jihočeský kraj",
"741305383","25225","verejny","1015",,,,,"2307","112","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305347","1951038","verejny","1015",,,,,,,"2014","100","3034","Tržby z prodeje služeb na ochranu ŽP",,"Jihočeský kraj",
"741305356","2830","verejny","1015",,,,,"2307","130","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305365","1055206","verejny","1015",,,,,"2307","111","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305392","0","verejny","1015",,,,,"2307","113","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305410",,"duverny","1015",,,,,"2307","115","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ochrana proti záření","Jihočeský kraj",
"741305419",,"duverny","1015",,,,,"2307","116","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305428",,"duverny","1015",,,,,"2307","180","2014","100","3034","Tržby z prodeje služeb na ochranu ŽP","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305403","0","verejny","1039",,,,,"2307","114","2014","100","3034","Úspory z využití vedlejších produktů","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305376","129155","verejny","1039",,,,,"2307","140","2014","100","3034","Úspory z využití vedlejších produktů","Ekologické nakládání s odpady","Jihočeský kraj",
"741305385","0","verejny","1039",,,,,"2307","112","2014","100","3034","Úspory z využití vedlejších produktů","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305349","130034","verejny","1039",,,,,,,"2014","100","3034","Úspory z využití vedlejších produktů",,"Jihočeský kraj",
"741305358","0","verejny","1039",,,,,"2307","130","2014","100","3034","Úspory z využití vedlejších produktů","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305367",,"duverny","1039",,,,,"2307","111","2014","100","3034","Úspory z využití vedlejších produktů","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305394","0","verejny","1039",,,,,"2307","113","2014","100","3034","Úspory z využití vedlejších produktů","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305412","0","verejny","1039",,,,,"2307","115","2014","100","3034","Úspory z využití vedlejších produktů","Ochrana proti záření","Jihočeský kraj",
"741305421","0","verejny","1039",,,,,"2307","116","2014","100","3034","Úspory z využití vedlejších produktů","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305430","0","verejny","1039",,,,,"2307","180","2014","100","3034","Úspory z využití vedlejších produktů","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305342","1748017","verejny","3780","5710","20",,,,,"2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady",,"Jihočeský kraj",
"741305369","657799","verejny","3780","5710","20",,,"2307","140","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ekologické nakládání s odpady","Jihočeský kraj",
"741305370","671538","verejny","3780","5710","10",,,"2307","140","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpady","Jihočeský kraj",
"741305388",,"duverny","3780","5710","10",,,"2307","113","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305395","32782","verejny","3780",,,,,"2307","114","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305360","992601","verejny","3780","5710","20",,,"2307","111","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305396","11260","verejny","3780","5710","20",,,"2307","114","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305397","21522","verejny","3780","5710","10",,,"2307","114","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
"741305368","1329337","verejny","3780",,,,,"2307","140","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpady","Jihočeský kraj",
"741305377","49228","verejny","3780",,,,,"2307","112","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305351","51177","verejny","3780","5710","20",,,"2307","130","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305343","955202","verejny","3780","5710","10",,,,,"2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady",,"Jihočeský kraj",
"741305378","7078","verejny","3780","5710","20",,,"2307","112","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305352","11405","verejny","3780","5710","10",,,"2307","130","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305361","193873","verejny","3780","5710","10",,,"2307","111","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305341","2703219","verejny","3780",,,,,,,"2014","100","3034","Neinvestiční náklady na ochranu životního prostředí",,"Jihočeský kraj",
"741305350","62582","verejny","3780",,,,,"2307","130","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana ovzduší a klimatu","Jihočeský kraj",
"741305387",,"duverny","3780","5710","20",,,"2307","113","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305359","1186474","verejny","3780",,,,,"2307","111","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ekologické nakládání s odpadními vodami","Jihočeský kraj",
"741305386","194","verejny","3780",,,,,"2307","113","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Omezování hluku a vibrací (kromě ochrany pracovišť)","Jihočeský kraj",
"741305379","42150","verejny","3780","5710","10",,,"2307","112","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana a sanace půdy, podzemních a povrchových vod","Jihočeský kraj",
"741305404",,"duverny","3780",,,,,"2307","115","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ochrana proti záření","Jihočeský kraj",
"741305413","23425","verejny","3780",,,,,"2307","116","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305422","19176","verejny","3780",,,,,"2307","180","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305406",,"duverny","3780","5710","10",,,"2307","115","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ochrana proti záření","Jihočeský kraj",
"741305405",,"duverny","3780","5710","20",,,"2307","115","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ochrana proti záření","Jihočeský kraj",
"741305414","18631","verejny","3780","5710","20",,,"2307","116","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305415","4794","verejny","3780","5710","10",,,"2307","116","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Výzkum a vývoj na ochranu životního prostředí","Jihočeský kraj",
"741305424","9892","verejny","3780","5710","10",,,"2307","180","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnější náklady","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305423","9284","verejny","3780","5710","20",,,"2307","180","2014","100","3034","Neinvestiční náklady na ochranu životního prostředí - vnitřní náklady","Ost.akt.na ochr.živ.pr.","Jihočeský kraj",
"741305402",,"duverny","3932",,,,,"2307","114","2014","100","3034","Tržby z prodeje vedlejších produktů","Ochrana krajiny a biodiverzity (druhová rozmanitost)","Jihočeský kraj",
